0.002	0.004	0.006	0.008	0.01	0.012	0.014	0.016	0.018	0.02	0.022	0.024	0.026	0.028	0.03	0.032	0.034	0.036	0.038	0.04	
0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	0.000727534	
0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	0.00205212	
0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	0.000748475	
0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	0.00274098	
0.00271828	0.00738906	0.0200855	0.0545982	0.148413	0.403429	1.09663	2.98096	8.10308	22.0265	59.8741	162.755	442.413	1202.6	3269.02	8886.11	24155	65660	178482	485165	
0.001	0.0005	0.000333333	0.00025	0.0002	0.000166667	0.000142857	0.000125	0.000111111	0.0001	9.09091e-05	8.33333e-05	7.69231e-05	7.14286e-05	6.66667e-05	6.25e-05	5.88235e-05	5.55556e-05	5.26316e-05	5e-05	
0.00271828	0.00738906	0.0200855	0.0545982	0.148413	0.403429	1.09663	2.98096	8.10308	22.0265	59.8741	162.755	442.413	1202.6	3269.02	8886.11	24155	65660	178482	485165	
0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01	0.011	0.012	0.013	0.014	0.015	0.016	0.017	0.018	0.019	0.02	
0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	0.00205353	
0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	0.000526511	
0.00738906	0.0545982	0.403429	2.98096	22.0265	162.755	1202.6	8886.11	65660	485165	3.58491e+06	2.64891e+07	1.9573e+08	1.44626e+09	1.06865e+10	7.8963e+10	5.83462e+11	4.31123e+12	3.18559e+13	2.35385e+14	
0.001	0.0005	0.000333333	0.00025	0.0002	0.000166667	0.000142857	0.000125	0.000111111	0.0001	9.09091e-05	8.33333e-05	7.69231e-05	7.14286e-05	6.66667e-05	6.25e-05	5.88235e-05	5.55556e-05	5.26316e-05	5e-05	
-50000	0.0014427	0.000910239	0.000721348	0.000621335	0.000558111	0.000513898	0.000480898	0.00045512	0.000434294	0.000417032	0.00040243	0.000389871	0.000378923	0.000369269	0.000360674	0.000352956	0.000345976	0.000339623	0.000333808	
0.0011884	0.00109975	0.00708617	-0.00132135	-0.00104284	-0.0035789	0.0015221	0.00101076	0.00242649	-0.00183816	-0.00100001	-0.00186368	0.00238001	0.00100948	0.00153778	-0.00347339	-0.00104015	-0.00133158	0.00667213	0.00109536	
0.001	0.0005	0.000333333	0.00025	0.0002	0.000166667	0.000142857	0.000125	0.000111111	0.0001	9.09091e-05	8.33333e-05	7.69231e-05	7.14286e-05	6.66667e-05	6.25e-05	5.88235e-05	5.55556e-05	5.26316e-05	5e-05	
0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	0.00173972	
0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	
